,control number,personal name,personal relationship
56,9992221134801488,Benoist,aut
57,9992221135501488,Du Pré,aut
58,9992221140201488,Doremet,aut
59,9992221140301488,Doremet,aut
60,9992221141901488,Doremet,aut
61,9992221142201488,Doré,aut
62,9992221144901488,de Sainctes,aut
63,9992221145401488,de Reboul,aut
64,9992221149301488,de Reboul,aut
65,9992221149601488,de Reboul,aut
66,9992221150401488,de Reboul,aut
67,9992221166601488,Bourgeois,trl
68,9992221166701488,de Launoy,aut
69,9992221167501488,Coturie,aut
70,9992221177001488,de Bordes,aut
71,9992221204901488,Courtin,aut
72,9992224395801488,Fabricius Boderianus,trl
73,9992225186001488,Du Duc,aut
74,9992225659601488,Talpin,aut
75,9992225659701488,Hervet,aut
76,9992225662401488,Hay,aut
77,9992225662701488,Hay,aut
78,9992225663201488,Benoist,aut
79,9992225681501488,Benoist,aut
80,9992225682001488,Michelet,aut
81,9992225682301488,Benoist,aut
82,9992225682701488,Choquart,aut
83,9992225683001488,Heluïs,aut
84,9992225683301488,Grandin,aut
85,9992225708801488,Galen.,aut
86,9992228558101488,Lefèvre d'Étaples,aut
87,9992228558401488,Du Préau,aut
88,9992228563501488,de Lavardin,aut
89,9992228566201488,Capitis,aut
90,9992228566901488,Le Blanc,aut
91,9992229880001488,Erasmus Roterodamus,aow
92,9992230391901488,Richardot,aut
93,9912560920101488,Acciaiuoli,trl
94,9912637080101488,Stapleton,aut
95,9912955770101488,Lupus Ferrariensis.,aut
96,9912956300101488,de Launoy,aut
97,9912960200101488,Pollet,aut
98,9912986670101488,Martinus Bracarensis,ctb
99,9913059800101488,de Croy,oth
100,9913071730101488,Valerius,aut
101,9913079780101488,Valerius,aut
102,9913079830101488,Valerius,aut
103,9913119760101488,Bacherius,edt
104,9913155500101488,Egnazio,edt
105,9913198590101488,Lipsius,edt
106,9913238510101488,Witzel,aut
107,9913312620101488,Marcus Eremita,aut
108,9913391030101488,Andronicus,dte
109,9913866580101488,Molina,aut
110,9913879820101488,Philip,dte
111,9914033070101488,Aristoteles.,aut
112,9914047510101488,Aristoteles.,aut
113,9914179920101488,Basilius,aut
114,9914181700101488,Galenus,aut
115,9914749000101488,Clemens,oth
116,9914866810101488,de Carondelet,prt
117,9914947920101488,Clenardus,aut
118,9914948020101488,Clenardus,aut
119,9915101310101488,Apianus,aut
120,9915208790101488,Dauré,dte
121,9915661070101488,Velsius,aut
122,9915822140101488,da Strada,aut
123,9916067400101488,Henri,oth
124,9916093520101488,Albo,aut
125,9916132840101488,Henry,dte
126,9916133090101488,Augustinus,aut
127,9916134410101488,Augustinus,aut
128,9916134700101488,Augustinus,aut
129,9916141050101488,Augustinus,aut
130,9916141180101488,Augustinus,aut
131,9916141380101488,Augustinus,aut
132,9916141540101488,Augustinus,aut
133,9916141690101488,Augustinus,aut
134,9916425270101488,de la Motte,trl
135,9916491840101488,Dupuyherbault,aut
136,9916492720101488,Albrecht,dte
137,9916504170101488,Augustinus,aut
138,9916517430101488,Arias,aut
139,9916735800101488,Meyer,aut
140,9916824140101488,Charles,oth
141,9916911120101488,Tursellinus,aut
142,9916928400101488,Vives,aut
143,9916957460101488,Clemens,aut
144,9917200530101488,Titelmannus,aut
145,9917518440101488,Augustinus,aut
146,9917584310101488,Michel,aut
147,9917899730101488,Ignatius Antiochenus.,aut
148,9917978870101488,Henri,dte
149,9918004690101488,Joannes Aloisius Tuscanus.,ctb
150,9918036310101488,Titelmannus,aut
151,9918063940101488,de Grouchy,trl
152,9918065230101488,Aristoteles.,aut
153,9918065360101488,Aristoteles.,aut
154,9918067290101488,Martialis,aut
155,9918112670101488,Courtois,dte
156,9918242750101488,Salomon,ill
157,9918414610101488,Cavalcabo,aut
158,9918453390101488,de Gondi,dte
159,9918453410101488,Codinus,trl
160,9918453720101488,Constantinus,aut
161,9918472720101488,Clemens,aut
162,9918696860101488,Jansenius,aut
163,9918904550101488,Bembo,aut
164,9918922060101488,Titelmannus,aut
165,9919054360101488,Gregory,pat
166,9919144900101488,Henri,dte
167,9919254770101488,Benoit,ctb
168,9919258280101488,Henri,dte
169,9919278340101488,Albaspineus,oth
170,9919278540101488,Ferretti,aut
171,9919347430101488,Brutus,aut
172,9919347960101488,Episcopius,aut
173,9919350530101488,Justinus Martyr,aut
174,9919384010101488,Givanius,edt
175,9919386480101488,Clichtoveus,aut
176,9919387210101488,de Guise,oth
177,9919406680101488,Johann der Beständige,dte
178,9919419530101488,Tunstall,aut
179,9919424020101488,Justinianus,aut
180,9919432760101488,Clesio,oth
181,9919435050101488,Philip,oth
182,9919445760101488,Botero,aut
183,9919470760101488,Streyters,dte
184,9919513150101488,Gelasius Cyzicenus,aut
185,9919517250101488,d'Esne,edt
186,9919639070101488,Henry,aut
187,9919668340101488,de Mouchy,aut
188,9919668830101488,Konrad,oth
189,9919710260101488,Cajetanus,aut
190,9919710840101488,Grégoire,aut
191,9935345230101488,Tertullianus,aut
192,9935345840101488,Blaes,dte
193,9935346840101488,Albrecht,dte
194,9935349630101488,Pius,pat
195,9935350380101488,de Bertin,eul
196,9935353490101488,Auger,aut
197,9935355560101488,de Saint-Priest d'Épinac,dte
198,9935357250101488,Thriverius Brachelius,aut
199,9935357280101488,Beauxamis,aut
200,9935360320101488,Royard,dub
201,9935361700101488,Topiarius,aut
202,9935362100101488,Schegk,aut
203,9935383540101488,Royard,aut
204,9935389600101488,Gropper,dte
205,9935390190101488,Fremy,prt
206,9935393210101488,Fremy,prt
207,9935398840101488,Charterius,eul
208,9935400880101488,Henri,dte
209,9935401600101488,Guilliaud,aut
210,9935403380101488,de Guise,dte
211,9935411400101488,Marcus Eremita,aut
212,9935413880101488,Gregorius Palamas Thessalonicensis,aut
213,9935419370101488,Thomas a Kempis,dub
214,9935420070101488,Eschius,aut
215,9935421970101488,Joannes Tauler,aut
216,9935424990101488,Doré,aut
217,9935426870101488,Luís de Granada,aut
218,9935438270101488,Luís de Granada,aut
219,9935441750101488,Luís de Granada,aut
220,9935441820101488,Luís de Granada,aut
221,9935460440101488,Aegidius,eul
222,9935468350101488,d'Auge,ctb
223,9935470780101488,Catharina Genuensis,aut
224,9935480850101488,de la Coste,aut
225,9935919540101488,de Marnef,ctb
226,9936954320101488,Gail,aut
227,9936961940101488,de Brézé,dte
228,9936967680101488,Albertus de Gandino,ctb
229,9936983710101488,Bartolini,aut
230,9936984180101488,Gaetani,dte
231,9936987910101488,Naogeorgus,edt
232,9936994330101488,Imbert,aut
233,9937004740101488,de Lénoncourt,dte
234,9937023640101488,Epo,aut
235,9937030930101488,Caetano,dte
236,9937057010101488,Benoist,ctb
237,9937059020101488,Julius,udr
238,9937059670101488,Pius,pat
239,9937060230101488,d'Espence,aut
240,9937068090101488,de Croÿ,dte
241,9937084010101488,Paul,ctb
242,9937099960101488,de Pellevé,dte
243,9937158730101488,Palladius,aut
244,9937187900101488,Bourgeois,edt
245,9937195600101488,Allarius,aut
246,9937217590101488,Albrecht,dte
247,9937219700101488,d'Hébrard de Saint-Sulpice,dte
248,9937235300101488,Dionysius Carthusianus,aut
249,9937235530101488,Innocentius,aut
250,9937239940101488,Luís de Granada,aut
251,9937320860101488,Busaeus,aut
252,9937347140101488,Accursius,ann
253,9937356910101488,Franciscus de Zabarellis,aut
254,9937358410101488,de Torquemada,aut
255,9937358550101488,de Bohier,edt
256,9937359210101488,de Torquemada,aut
257,9937359320101488,de Torquemada,aut
258,9937359410101488,de Torquemada,aut
259,9937359450101488,de Torquemada,aut
260,9937361160101488,Boier,eul
261,9937362490101488,Horborch,com
262,9937365910101488,Matthias de Salo,aut
263,9937368220101488,Matthias de Salo,aut
264,9937383770101488,Charles,dte
265,9937415230101488,Eder,pub
266,9937429790101488,Jover,aut
267,9937433800101488,Alamanni,dte
268,9937434130101488,Bertrand,aut
269,9937435970101488,Philip,dte
270,9937438300101488,Ardillon,dte
271,9937441790101488,Le Clerc,aut
272,9937442900101488,Choppin,aut
273,9937453700101488,Boissard,aut
274,9937485700101488,Henri,oth
275,9937485840101488,Androuet Du Cerceau,aut
276,9937495150101488,Athenaeus Naucratita.,aut
277,9937506780101488,Boillot,aut
278,9938020220101488,Justinianus,aut
279,9939409750101488,Justinianus,com
280,9939410040101488,Justinianus,pat
281,9939410870101488,Justinianus,aut
282,9939411530101488,Justinianus,aut
283,9939412000101488,Justinianus,aut
284,9939420260101488,August,dte
285,9939421270101488,Bertrand,dte
286,9939436620101488,Bartolus de Saxoferrato,aut
287,9939436930101488,Bartolus de Saxoferrato,aut
288,9939437100101488,Bartolus de Saxoferrato,aut
289,9939437370101488,Bartolus de Saxoferrato,aut
290,9939437690101488,Bartolus de Saxoferrato,aut
291,9939437870101488,Bartolus de Saxoferrato,aut
292,9939437960101488,Bartolus de Saxoferrato,aut
293,9939438010101488,Bartolus de Saxoferrato,aut
294,9939438190101488,Bartolus de Saxoferrato,aut
295,9939438790101488,Bartolus de Saxoferrato,aut
296,9939439170101488,Bartolus de Saxoferrato,aut
297,9939465000101488,Marc,aut
298,9939476200101488,Calepinus,aut
299,9939489870101488,Amerbach,dte
300,9939490480101488,Benz,aut
301,9939496380101488,Baduel,ann
302,9939499320101488,Amerbach,dte
303,9939499350101488,Amerbach,dte
304,9939692170101488,de Guellis,dte
305,9939731250101488,Charles,dte
306,9940104540101488,Baptista Mantuanus,eul
307,9940120700101488,Marguerite de France,dte
308,9940121210101488,de Tyard,aut
309,9940121730101488,de Courcelles,aut
310,9940122440101488,Sepin,aut
311,9940123080101488,Charles,dte
312,9940123160101488,Meigret,aut
313,9940123430101488,Meigret,aut
314,9940123980101488,Jodelle,aut
315,9940124190101488,des Roches,aut
316,9940137270101488,Le Duchat,aut
317,9940142530101488,Fischart,aut
318,9940206230101488,Havenreuter,udr
319,9970128950101488,Carranza,aut
320,9970129830101488,Carion,aut
321,9970174860101488,Clemens,pat
322,9970179020101488,Paul,oth
323,9972529390101488,Dasypodius,aut
324,9974380790101488,Aubert,aut
325,9974381610101488,Du Chesne,aut
326,9974391790101488,Henri,oth
327,9974396890101488,Bassecourt,com
328,9974462080101488,de Saint-Priest d'Épinac,pat
329,9974935680101488,de Ribera,aut
330,9974936250101488,Henry,dte
331,9975209530101488,Franciscus de Borgia,pub
332,9976058090101488,Simeoni,aut
333,9976067800101488,Antonius a Konygsteyn,aut
334,9976067990101488,de Castro,aut
335,9976072010101488,Titelmannus,aut
336,9976082420101488,Charles,dte
337,9976097350101488,Wild,aut
338,9976098910101488,Antonius a Konygsteyn,aut
339,9976106850101488,de Casarubios,aow
340,9976110920101488,Bourlé,ctb
341,9976139950101488,Titelmannus,aut
342,9976147320101488,Charles,dte
343,9976164340101488,Streyters,dte
344,9977096140101488,Charles,dte
345,9977107350101488,Bourchier,aut
346,9977107520101488,Bourchier,aut
347,9977114900101488,Diez,aut
348,9977139310101488,Cyrillus Alexandrinus,aut
349,9977140230101488,Agricola,ctb
350,9977148980101488,Royard,aut
351,9977257720101488,Diez,aut
352,9977284400101488,Royard,aut
353,9977284470101488,Royard,aut
354,9977284570101488,Royard,aut
355,9977284760101488,Crucius,eul
356,9977285340101488,Titelmannus,aut
357,9977289520101488,Baptista Mantuanus,eul
358,9977339790101488,Benoit,edt
359,9977341950101488,Petrus Lombardus,aut
360,9977376180101488,Benoit,aut
361,9977383390101488,Bousmard,dte
362,9977383750101488,Capitis,aut
363,9977443430101488,Gropper,dte
364,9977444440101488,Helm,aut
365,9977454120101488,Hieronymus,aut
366,9977465550101488,de' Medici,dte
367,9977516070101488,Alleaume,dte
368,9977563980101488,de Lavinheta,edt
369,9977564140101488,Raymundus Lullus,aut
370,9977564530101488,Raymundus Lullus,aut
371,9977668430101488,Titelmannus,aut
372,9977788280101488,Aceti de' Porti,aut
373,9979740940101488,Velleius Paterculus,aut
374,9979910380101488,Lipsius,aut
375,9979993050101488,Stapleton,aut
376,9980026250101488,Titelmannus,aut
377,9980027340101488,Hippocrates.,pub
378,9980211430101488,Aristoteles.,aut
379,9980783800101488,Alexander Aphrodisiensis.,aut
380,9980786140101488,Beyer,aut
381,9980786580101488,Joannes de Sacro Bosco.,aut
382,9980983770101488,Diogenes Laertius.,aut
383,9992616206001488,Thomas Aquinas,aow
384,9992616206101488,Banes,aut
385,9992616206301488,Bonifacius,pat
386,9992623309501488,Tiraqueau,aut
387,9992628398901488,Zwingli,trl
388,9932422100101488,de Foix,edt
389,9932422540101488,Amyot,dte
390,9932424640101488,Charles,dte
391,9932427690101488,Aristoteles.,aut
392,9932429170101488,Aristoteles.,pub
393,9932429580101488,Aristoteles,aut
394,9932429760101488,Aristoteles.,aut
395,9932433330101488,Brigardus,eul
396,9932445180101488,Le Monnier,eul
397,9932447290101488,Justinianus,aut
398,9932449240101488,Balduinus,aut
399,9932450140101488,Dinus de Mugello,aut
400,9932453020101488,Marguerite de France,dte
401,9932455810101488,Ercole d'Este,dte
402,9932456160101488,de Coras,aut
403,9932456250101488,de Coras,edt
404,9932456320101488,de Coras,aut
405,9932468310101488,Durantes,aut
406,9932476800101488,Bellon,aut
407,9932478980101488,Brechter,dte
408,9932492370101488,d'Armagnac,dte
409,9932492760101488,Dio Cassius Cocceianus.,aow
410,9932495240101488,Agennius Urbicus.,aut
411,9932495980101488,Ingegneri,edt
412,9932496420101488,de Lorraine,dte
413,9932496620101488,Collin,trl
414,9932498000101488,Guillonius,aut
415,9932499090101488,Columella,aut
416,9932505580101488,Cicero,aut
417,9932512660101488,Isidorus Hispalensis.,aut
418,9932515950101488,Pilot,aut
419,9932516510101488,de Campagnan,eul
420,9932516890101488,du Bartas,aut
421,9932517100101488,du Bartas,aut
422,9932519390101488,Louis,oth
423,9932520930101488,Henry,dte
424,9932523220101488,François,oth
425,9932523480101488,Charles,oth
426,9932536620101488,Pasquier,aut
427,9932538520101488,Henry,pub
428,9932542160101488,Henry,pub
429,9932542820101488,Albrecht,dte
430,9932543530101488,White,aut
431,9932543890101488,White,aut
432,9932544040101488,Grenet,dte
433,9932579600101488,August,dte
434,9932591670101488,Henri,oth
435,9932593050101488,Albinus,ctb
436,9934805640101488,Fumee,trl
437,9934807580101488,Röslin,aut
438,9934807790101488,Henri,oth
439,9935134330101488,Roterus,aut
440,9935138950101488,de Sainctes,aut
441,9935139290101488,Fabricius,aut
442,9935142130101488,Charles,dte
443,9935146660101488,Titelmannus,aut
444,9935148300101488,Philip,dte
445,9935149540101488,Capetius,aut
446,9935150500101488,de Guise,dte
447,9935152960101488,de Montmorency,dte
448,9935161820101488,Joannes de Monte Maiori,dte
449,9935171080101488,Bunderius,aut
450,9935172830101488,Clement,dte
451,9935199810101488,Protasewicz,dte
452,9935200250101488,Bellarmino,aut
453,9935202880101488,Bellarmino,aut
454,9935205020101488,Possevino,aut
455,9935205230101488,Bodin,pub
456,9935206760101488,de Mandelot,dte
457,9935219890101488,Vives,aut
458,9935221750101488,Jourdain,aut
459,9935222020101488,Stumpf,aut
460,9935222240101488,de Cognieres,aut
461,9935222500101488,Guéroult,aut
462,9935228270101488,Sixtus,dte
463,9935231840101488,d'Ornano,dte
464,9935233460101488,de l'Espine,ctb
465,9935238730101488,James,dte
466,9935239120101488,Laing,aut
467,9935267480101488,Henry,dte
468,9935281080101488,de la Roche Chandieu,aut
469,9935290340101488,Clemens,dte
470,9935290920101488,Costerus,aut
471,9935291230101488,d'Armagnac,dte
472,9935301800101488,de la Rochefoucauld,aut
473,9935304750101488,Bouchet,aut
474,9935305130101488,Tardif,aut
475,9935305620101488,d'Alagona,aut
476,9935305710101488,Bouchet,aut
477,9935306040101488,Henry,dte
478,9935310270101488,de Villars,dte
479,9935310660101488,Danes,dte
480,9935312060101488,de Guise,dte
481,9935333150101488,de Bollo,aut
482,9935333470101488,de Bollo,aut
483,9935345070101488,Broustin,aut
484,9980984200101488,Aelianus,aut
485,9982543310101488,de Chevalier,aut
486,9983037410101488,Felipe,dte
487,9983053980101488,de la Chassagne,trl
488,9983099850101488,de Boiseon,dte
489,9983848760101488,Lesueur,aut
490,9983850060101488,Bodin,aut
491,9983856350101488,Sigonio,aut
492,9983856480101488,Sigonio,aut
493,9983862530101488,Amyot,trl
494,9983879350101488,Crüser,edt
495,9983891980101488,Genebrardus,aut
496,9983892960101488,Choppin,aut
497,9983917620101488,Périon,aut
498,9983917910101488,Manutius,aut
499,9983945000101488,Colvius,ann
500,9983945370101488,de Brinon,trl
501,9983962750101488,Fumee,trl
502,9983966780101488,Deserpz,aut
503,9983967120101488,Aristoteles.,aut
504,9983967690101488,Obrizius,aut
505,9983968620101488,de Vigenère,aut
506,9984023250101488,Hospitalius,aut
507,9984024010101488,de Craon,aut
508,9984024190101488,de Thou,hnr
509,9984024570101488,Pithou,com
510,9984024910101488,L'Anglois,aut
511,9984024990101488,de Muret,aut
512,9984029490101488,Turnebus,aut
513,9984029640101488,Turnebus,aut
514,9984029810101488,Turnebus,aut
515,9984029960101488,Aristoteles.,aut
516,9984050740101488,Henri,dte
517,9984051140101488,Frichius,aut
518,9984658320101488,Sirleto,trl
519,9984699190101488,Dorat,aut
520,9984699310101488,Toscano,aut
521,9984703540101488,Arnulphus Lexoviensis,aut
522,9984705450101488,Gervais de Tournai,aut
523,9984713850101488,von Schussenried,aut
524,9984717650101488,Turnebus,aut
525,9984717810101488,de Coras,trl
526,9984718210101488,Nanni,edt
527,9984718340101488,Akakia,trl
528,9984720290101488,Bernardus de Gordonio,aut
529,9984721790101488,Brucioli,aut
530,9984721910101488,de Cattan,aut
531,9984722340101488,Besson,aut
532,9984722800101488,des Bordes,trl
533,9984722930101488,Jacquinot,aut
534,9984723550101488,Mizauld,aut
535,9984723690101488,Manzolli,aut
536,9984724220101488,Ignatius Antiochenus.,aut
537,9984724410101488,Cordier,aut
538,9984724470101488,Ramus,aut
539,9984724590101488,Ramus,aut
540,9984724980101488,Durand,dub
541,9984725270101488,Manutius,aut
542,9984725880101488,Clenardus,aut
543,9984725980101488,Canini,aut
544,9984727080101488,Hurault,aut
545,9984728930101488,Morel,aut
546,9984729080101488,Moschopulus,aut
547,9984729240101488,Budé,aut
548,9984731150101488,Guillon,aut
549,9984733560101488,Estienne,aut
550,9984739140101488,de Muret,aut
551,9984739280101488,de Muret,aut
552,9984739700101488,Cassander,aut
553,9984739980101488,Cicero,aut
554,9984740130101488,Phaedrus.,aut
555,9984746640101488,Janus Secundus,aut
556,9984800690101488,Vergilius,aut
557,9984800860101488,Vergilius,aut
558,9984801730101488,Corrozet,aut
559,9984802960101488,Busbequius,aut
560,9984804310101488,Simmler,aut
561,9984805370101488,Tomeo,aut
562,9984807160101488,de Bez,aut
563,9984807650101488,du Faur de Pibrac,aut
564,9984807980101488,Henri,pub
565,9984809650101488,Boulenger,aut
566,9984810420101488,de la Haye,aut
567,9984812450101488,Morel,aut
568,9984812540101488,Morel,aut
569,9984812600101488,Morel,aut
570,9984813220101488,Fumo,aut
571,9984814620101488,Aristaenetus.,aut
572,9984816090101488,Phaedrus.,aut
573,9984816430101488,Clemens,aut
574,9984816610101488,de Sainctes,aut
575,9984874560101488,White,aut
576,9984900260101488,Fabri,edt
577,9984900440101488,Ignatius Antiochenus.,aut
578,9984903990101488,Joannes Chrysostomus,aut
579,9984904190101488,Joannes Chrysostomus,aut
580,9984905260101488,Synesius Cyrenensis,aut
581,9984905620101488,Georgius Pisida,aut
582,9984912540101488,Marcilius,aut
583,9984913290101488,de Gorris,trl
584,9984913450101488,Euclides,aut
585,9984942290101488,Homerus.,aut
586,9984942320101488,Isocrates.,aut
587,9984945730101488,Lycophron.,aut
588,9984945800101488,Lycophron.,aut
589,9984952130101488,Galenus,aut
590,9984953370101488,Canini,aut
591,9984953750101488,Estienne,aut
592,9984988300101488,Pasquier,aut
593,9985050030101488,Bontemps,aut
594,9985122020101488,de Montaigne,aut
595,9985135580101488,Dinus de Mugello,aut
596,9985135690101488,Decio,aut
597,9985145850101488,Michel,aut
598,9985193020101488,Masson,aut
599,9985193550101488,de Guise,aut
600,9985243320101488,de Grouchy,edt
601,9985244510101488,Genebrardus,trl
602,9985244710101488,Yose ben Ḥalafta,aut
603,9985397500101488,Alciatus,ctb
604,9988209540101488,Benoit,edt
605,9988209560101488,Henry,pub
606,9988210630101488,Clemens,dub
607,9988230840101488,Nicephorus Callistus Xanthopulus,aut
608,9988477310101488,Philip,dte
609,9988509460101488,Sursin,aut
610,9988515660101488,Estienne,aut
611,9988658650101488,Aeschines Socraticus.,aut
612,9988659220101488,Théognis ho Megareús,aut
613,9988724690101488,Joannes Geometres.,aut
614,9988830200101488,Le Maistre,aut
615,9989257250101488,Beauxamis,aut
616,9989258770101488,Allemandi,trl
617,9989259070101488,Clingius,aut
618,9989259080101488,Du Douet,com
619,9989266190101488,Benoit,aut
620,9989270390101488,Bouchet,aut
621,9989308070101488,Philip,dte
622,9989356330101488,Benoit,aut
623,9989359270101488,Taillepied,aut
624,9989964050101488,Ruellius,trl
625,9990097400101488,Polancus,aut
626,9990250580101488,Vigelius,aut
627,9990346900101488,Toletus,aut
628,9990383950101488,Henry,dte
629,9990457710101488,Ambrosius,aut
630,9990457740101488,Arnauld,aut
631,9990457750101488,Dollé,aut
632,9990457810101488,Cayet,aut
633,9990458130101488,Toletus,aut
634,9990483840101488,Hieronymus,aut
635,9990491370101488,Augustinus,aut
636,9990497700101488,Lescarbot,trl
637,9990510010101488,da Fonseca,aut
638,9990534980101488,Haguelon,aut
639,9990572640101488,de Muret,aut
640,9990574690101488,Erasmus Roterodamus,aut
641,9990585480101488,Simeoni,aut
642,9990649550101488,Cataneo,edt
643,9990920300101488,Albericus Philosophus.,aut
644,9990971160101488,Stöffler,aut
645,9990972550101488,Bebel,aut
646,9991040830101488,Richeome,aut
647,9991047640101488,Polancus,aut
648,9991061170101488,Gellius,aut
649,9991079420101488,Martin,trl
650,9991149520101488,Michel,aut
651,9991163790101488,Boulier,edt
652,9991164950101488,Lancelotti,aut
653,9991166080101488,Boulier,edt
654,9991213440101488,Ignatius de Loyola,aut
655,9991247590101488,Erasmus Roterodamus,com
656,9991260810101488,Arboreus,aut
657,9991275460101488,Thomas Aquinas,aut
658,9991659790101488,Dionysius Carthusianus,aut
659,9992130708701488,Joannes de Combis,aut
660,9919859310101488,Du Verdier,aut
661,9920127050101488,Ignatius de Loyola,aut
662,9920830140101488,Augustinus,aut
663,9920924260101488,Henri,oth
664,9921207570101488,Justinianus,aut
665,9921207640101488,Justinianus,aut
666,9921345450101488,Isidorus Hispalensis.,aut
667,9921530810101488,Bodin,pub
668,9921540220101488,Sigismund II Augustus,dte
669,9922709760101488,de Guise,dte
670,9922785580101488,Vives,aut
671,9922960630101488,Sarazin,dte
672,9922969110101488,Peckius,aut
673,9923484550101488,Antesignanus,aut
674,9923485610101488,Clenardus,aut
675,9923671760101488,Clenardus,aut
676,9923674640101488,Antesignan,edt
677,9923674840101488,Clenardus,aut
678,9923689970101488,Clenardus,aut
679,9923696800101488,Antesignanus,aut
680,9923696950101488,Clenardus,aut
681,9923712960101488,Clenardus,aut
682,9923713070101488,Cinquarbres,edt
683,9923719850101488,Clenardus,aut
684,9923815830101488,Charles,dte
685,9924059350101488,Henri,oth
686,9924064340101488,Georges d'Autriche,dte
687,9924266420101488,Paul,dte
688,9924312900101488,Desrey,trl
689,9924492080101488,Henri,oth
690,9924510920101488,Nicolaus,dte
691,9924536280101488,Oldendorp,edt
692,9924541000101488,Adolf van Meetkercke.,oth
693,9924794890101488,Joannes Chrysostomus,aut
694,9924888200101488,Ignatius de Loyola,aut
695,9924932210101488,Charles,dte
696,9924932900101488,Bouquin,aut
697,9924959550101488,Henry,dte
698,9924960900101488,Marion,oth
699,9924990080101488,del Rio,aut
700,9925310670101488,de Valentia,aut
701,9925530850101488,Lipsius,aut
702,9925778970101488,Gemma Frisius,aut
703,9925779950101488,Julius,dte
704,9925780340101488,Gemma Frisius,aut
705,9925780730101488,Gemma Frisius,aut
706,9925794190101488,Charles,dte
707,9925815420101488,Le Sueur,aut
708,9925913010101488,Lipsius,aut
709,9925913110101488,Lipsius,aut
710,9926136920101488,Carafa,dte
711,9926267960101488,Titelmannus,aut
712,9926501390101488,Euthymius Zygadenus.,aut
713,9926501940101488,Agrippa ab Nettesheim,aut
714,9926634090101488,Fumo,aut
715,9926751490101488,Bertrandus,dte
716,9926757540101488,Bonvisius,clb
717,9926798790101488,Luís de Granada,aut
718,9926799370101488,Luís de Granada,aut
719,9926809210101488,Valerius Maximus.,aut
720,9926826970101488,Boulierius,edt
721,9926829170101488,Benedictus de Nursia,aut
722,9926840960101488,Birck,edt
723,9926984020101488,Mazzolini,aut
724,9927165270101488,Juan van Oostenrijk,dte
725,9927209500101488,de Villavicencio,coi
726,9927220860101488,Dionysius Carthusianus,aut
727,9927305380101488,Benoit,aut
728,9927332200101488,Ferdinand,dte
729,9927370160101488,de Rota,edt
730,9927434420101488,de Tournon,dte
731,9927435970101488,Maior,com
732,9927440390101488,Bechius,clb
733,9927486860101488,Alciatus,aut
734,9927509760101488,Henri,oth
735,9927512430101488,Marguerite de France,dte
736,9927527640101488,Antonius a Konygsteyn,aut
737,9927529010101488,Juan de Segovia,aut
738,9927568640101488,Bizzarri,clb
739,9927678700101488,du Val,dte
740,9927679800101488,Wild,aut
741,9927683550101488,Quignonius,dte
742,9927684140101488,Abraham ibn Ezra,aut
743,9927687030101488,Castellio,dte
744,9927687830101488,Henri,dte
745,9927688380101488,Isabella Clara Eugenia,dte
746,9927690840101488,Philip,dte
747,9927691670101488,de Figueiro,aut
748,9927707230101488,Sulpicius Severus.,aut
749,9927710050101488,Gregorius,aut
750,9927717400101488,Bourgoing,trl
751,9927719780101488,Castiglioni,dte
752,9927846370101488,Benoist,aut
753,9927875460101488,Thomas Hibernicus.,aut
