,control number,personal name,personal relationship
458,9934807790101488,"Belon, Pierre",aut
462,9935142130101488,"Menesius, Franciscus",ctb
464,9935148300101488,"Smith, Richard",aut
471,9935199810101488,"Turrianus, Franciscus",aut
472,9935200250101488,"de Péricard, François",ctb
475,9935205230101488,"Coretus, Petrus",ctb
476,9935206760101488,"Pineton de Chambrun, Jacques",pub
477,9935219890101488,"Bero, Ludovicus",dte
485,9935231840101488,"du Plessis-Mornay, Philippe",pub
486,9935233460101488,"du Rosier, Hugues Sureau.",ctb
487,9935238730101488,"Campion, Edmund",pub
488,9935239120101488,James,dte
491,9935290340101488,"Lescarbot, Marc",trl
495,9935304750101488,"de Franchieres, Jean",aut
501,9935310660101488,"Schegk, Jacob",pub
504,9935333150101488,"Matthieu, Pierre",edt
516,9983862530101488,Plutarchus Chaeronensis,aut
523,9983945000101488,Sidonius Apollinaris.,aut
532,9984024190101488,"Pithou, Pierre",aut
546,9984699310101488,"Dorat, Jean",aui
547,9984703540101488,"Mignault, Claude",edt
553,9984717810101488,Hadrianus Imperator,aut
578,9984729080101488,"Amerot, Adrien",edt
587,9984746640101488,"Marullo, Michele",aut
613,9984905260101488,Joannes Damascenus,aut
614,9984905620101488,"Sirleto, Guglielmo",dte
628,9985135580101488,"de Bohier, Nicolas",ann
629,9985135690101488,"Saraina, Gabriello.",ann
635,9985244710101488,"Maimonides, Moses.",aut
636,9985397500101488,"Giovio, Paolo",aut
639,9988209560101488,"Luther, Martin",pub
640,9988210630101488,"Hosius, Stanislaus",dte
645,9988658650101488,"Périon, Joachim",edt
653,9989257250101488,"de Guise, Charles",dte
654,9989258770101488,"Musso, Giuseppe",ctb
656,9989259080101488,"Sirectus, Antonius",aow
659,9989308070101488,"Lindanus, Wilhelmus Damasus",aut
687,9990920300101488,"Cornutus, Lucius Annaeus.",aut
696,9991163790101488,"Ferretti, Emilio",ctb
698,9991166080101488,"Naugerius, Andreas",ctb
699,9991213440101488,"Maffeius, Joannes Petrus",aut
704,9991659790101488,"Greve, Martinus",dte
711,9921207570101488,"de Guise, Charles",oth
713,9921345450101488,Philip,dte
714,9921530810101488,"Chalom, Antoine Emmanuel",dte
715,9921540220101488,"Hosius, Stanislaus",aut
716,9922709760101488,"Housteville, Gilles",trl
718,9922785580101488,"de la Motte, Pierre",ctb
721,9923484550101488,"Gryphius, Antonius",ctb
723,9923671760101488,"Hegius, Alexander",eul
724,9923674640101488,"Hegius, Alexander",oth
725,9923674840101488,Petrus Labadensis,dte
726,9923689970101488,"Hoverius, Franciscus",dte
727,9923696800101488,"Guillonius, Renatus",aut
729,9923712960101488,"Hoverius, Franciscus",dte
730,9923713070101488,"Genebrard, Gilbert",aut
734,9924064340101488,"Titelmannus, Petrus.",edt
738,9924510920101488,Eusebius Caesariensis,aut
740,9924541000101488,"Cyprianus, Thascius Caecilius",aut
741,9924794890101488,"de Gondi, Pierre",dte
744,9924932210101488,"Augustinus, Aurelius",aut
747,9924960900101488,"Richeome, Louis",aut
749,9925310670101488,Wilhelm,dte
751,9925778970101488,"De Carnavalet, François",dte
754,9925780730101488,"Spangenberg, Johann",aut
761,9926501390101488,"Mesnartius, Martinus",clb
765,9926757540101488,"de Longueil, Christophe",aut
769,9926826970101488,"Plinius Caecilius Secundus, Gaius",clb
771,9926840960101488,"de Thou, Jacques Auguste",dte
773,9927165270101488,"de Berty, Julian",clb
775,9927220860101488,"Glareanus, Henricus Loriti",aut
780,9927435970101488,"Prudentius Clemens, Aurelius.",clb
781,9927440390101488,"Naogeorgus, Thomas",clb
782,9927486860101488,"Brisson, Barnabé",dte
786,9927529010101488,"Arola, Franciscus",reb
787,9927568640101488,"de Monelia, Clemens",dte
791,9927684140101488,"de Joyeuse, François",dte
792,9927687030101488,"Genebrardus, Gilbertus",aut
793,9927687830101488,"Mouret, François",aut
794,9927688380101488,"Loys, Jean",clb
795,9927690840101488,"Quintana, Ludovicus",clb
797,9927707230101488,"Africanus, Sextus Julius.",trl
800,9927719780101488,"Turnebus, Adrianus",trl
801,9927846370101488,"de Guise, Charles",dte
803,9927875940101488,"Cles, Bernhard von",dte
804,9927881180101488,"Gelenius, Sigismundus",trl
806,9927889200101488,"Périon, Joachim",trl
807,9928094000101488,"Fremy, Claude",clb
808,9928096220101488,Eusebius Emesenus.,aut
809,9928103450101488,"Bocherius, Alanus",clb
811,9928378970101488,Nectarius Constantinopolitanus,aut
812,9928417130101488,"Dorat, Jean",clb
813,9928433740101488,Gregory,dte
814,9928448820101488,"Picot, Jean",trl
815,9928459900101488,"Contius, Antonius",edt
816,9928552420101488,"Le Picart, Louise",dte
817,9928565840101488,"d'Armagnac, Georges",dte
818,9928566760101488,"Meiendorphius, Andreas",dte
819,9928573300101488,Lucifer Calaritanus,aut
820,9928573310101488,Optatus Milevitanus.,aut
823,9928593060101488,"Lauro, Vincenzo",dte
826,9928621960101488,"Oenius, Paschasius",oth
827,9928634310101488,"Augustinus, Aurelius",aut
828,9928637420101488,"Sarrasin, Jean",dte
829,9928639660101488,"Faber, Jacobus",edt
830,9928643810101488,"Ennodius, Magnus Felix",aut
831,9928682720101488,"Pithou, Pierre",dte
833,9928715080101488,"Trocheo, Massimo",edt
834,9928720110101488,"Sarrazin, Jean",dte
836,9928760250101488,"Durantis, Guilelmus",aut
838,9928989640101488,"de Isolanis, Isidorus",edt
841,9929073450101488,"Lipsius, Justus",oth
844,9929102160101488,"de Collange, Gabriel",trl
845,9929103640101488,"Furnarius, Augustinus",dte
850,9929709900101488,"Moschus, Franciscus",apr
851,9929711660101488,"Nevizzano, Giovanni",aut
853,9929723090101488,"Rinck, Joannes",dte
854,9929723200101488,"Titelmannus, Franciscus",aut
855,9929723270101488,"Titelmannus, Franciscus",aut
856,9929725620101488,"Grudius, Nicolaus",dte
858,9929727720101488,"Mousius, Gualterus",dte
865,9929738480101488,"Mizauld, Antoine",ctb
867,9929759700101488,Richard,add
876,9931145760101488,"Amerbach, Veit",aut
877,9931158880101488,"Vacca, Antonio",ctb
879,9931837820101488,"Vergilius Maro, Publius",dub
882,9932038980101488,"Estienne, Robert",aut
884,9932366400101488,"de Thou, Christophe",dte
886,9932371880101488,"Bongiovanni, Berardo",aut
888,9932381470101488,"de Guise, Charles",dte
891,9932388760101488,"Helding, Michael",ctb
896,9932395460101488,"Luther, Martin",pub
897,9932404460101488,"Luther, Martin",pub
898,9932404630101488,"Luther, Martin",pub
900,9932411530101488,"Georgius, Franciscus",aut
903,9932418630101488,"Hosius, Stanislaus",aut
904,9932418800101488,"Fremy, Claude",prt
906,9932421860101488,"Nancel, Nicolas de",aut
917,9992238571501488,"Vigor, Simon",aut
920,9992249880201488,"Clenardus, Nicolaus",aut
928,9992300312801488,"Wild, Johann",aut
933,9992316071501488,"Périon, Joachim",edt
934,9992324408301488,"Seneca, Lucius Annaeus",aut
939,9992344590201488,"Stafileo, Giovanni",aut
943,9992361001601488,"Vernazza, Ettore",aut
968,9992447109901488,"Perrin, Gilles",ctb
969,9992447687601488,"Gerson, Joannes",dub
970,9992457705501488,"Scaligero, Giulio Cesare",aut
972,9992467208001488,Joannes Lodoicus Tiletanus,ctb
981,9992500608701488,"Melanchthon, Philipp",ann
991,9992595109401488,Plutarchus Chaeronensis,aow
999,9992600407001488,"Sturmius, Joannes",apr
1014,991629420101488,"Moschopulus, Manuel",aut
1024,992968950101488,"Hurault de l'Hôpital, Michel.",edt
1028,994113460101488,"de Celso, Hugo",ctb
1030,994643160101488,"Titelmannus, Franciscus",aut
1031,995090460101488,Pseudo-Dionysius,aut
1036,997604310101488,"Lernutius, Janus",ctb
1037,997840180101488,Pseudo-Dionysius,aut
1042,997984760101488,"van Ravelingen, Frans",oth
1046,998153540101488,"Guillonius, Renatus",ann
1047,998191130101488,"Lang, Matthaeus",ctb
1048,998435790101488,"de l'Ecluse, Charles",trl
1057,999294430101488,"Duicius, F.",ctb
1062,9910123060101488,"Vives, Juan Luis",aut
1064,9910651020101488,"Galterus, Nicolaus",clb
1067,9910668760101488,Joannes Diaconus Hymonides,aut
1068,9910669530101488,Epiphanius Scholasticus,edt
1069,9910675000101488,"Contius, Antonius",aut
1075,9911101760101488,"Thorer, Alban",trl
1077,9911102920101488,"Augustinus, Aurelius",aut
1078,9911103180101488,"Gagliardi, Achilles",edt
1079,9911104940101488,"Truchsess von Waldburg, Otto",dte
1080,9911133210101488,Gratianus,aut
1081,9911174310101488,"Paradin, Guillaume",aut
1082,9911208800101488,Gregory,dte
1096,9911793110101488,"Lernutius, Janus",oth
1097,9911800260101488,"de Muret, Marc-Antoine",edt
1098,9911865340101488,"Hyllus, Thomas",eul
2,9992133457501488,"Maecianus, Lucius Volusius",aut
46,9992189104701488,Tibullus.,aut
74,9992221166601488,Laurentius Surius,trl
100,9912560920101488,"Rinuccinus, Alamannus",trl
114,9913312620101488,"de Maillé, Simon",dte
115,9913391030101488,"Langus, Joannes",trl
128,9915208790101488,"Farinart, Jean",ctb
131,9916067400101488,"de Ronsard, Pierre",eul
132,9916093520101488,"Kimhi, David",aut
145,9916492720101488,"Menzelius, Philippus",ctb
158,9918004690101488,"Ferris, Pedro",dte
164,9918112670101488,"Talesius, Ludovicus.",aut
172,9918904550101488,"Sadoleto, Jacopo",aut
177,9919258280101488,"Buon, Gabriel",prt
185,9919387210101488,"Thuscus, Leo",trl
188,9919424020101488,"Morvillerius, Joannes",oth
190,9919435050101488,"Junius, Franciscus",edt
193,9919513150101488,"de Noailles, Gilles",dte
195,9919639070101488,"Luther, Martin",pub
197,9919668830101488,"Cyprianus, Thascius Caecilius",aut
202,9935346840101488,"Carlerius, Petrus",eul
204,9935350380101488,"de Ronsard, Pierre",eul
212,9935383540101488,"Wenssens, Matthias",dte
214,9935390190101488,"Truchsess von Waldburg, Otto",dte
215,9935393210101488,"von Schaumburg, Anton",dte
216,9935398840101488,"Hylaret, Maurice",aut
220,9935411400101488,"Morel, Guillaume",edt
223,9935420070101488,Laurentius Surius,edt
227,9935426870101488,"de Mainteterne, Louis",dte
228,9935438270101488,"de Lorraine, Renee",dte
230,9935441820101488,"de Ribera, Juan",dte
231,9935460440101488,"du Ploich, Jean",dte
234,9935480850101488,"l'Heureux, Jean",eul
236,9936954320101488,"Reusner, Nicolaus",trl
237,9936961940101488,"Mesnartius, Martinus",aut
238,9936967680101488,"Bonfranceschi, Agostino",ctb
239,9936983710101488,"Lancelotti, Giovanni Paolo",aut
240,9936984180101488,"Gropper, Kaspar",eul
247,9937059020101488,"Manutius, Paulus",edt
253,9937158730101488,"Pole, Reginald",dte
257,9937217590101488,"Moschus, Franciscus",edt
260,9937235530101488,"Tunstall, Cuthbert",dte
261,9937239940101488,"de la Croix, Anne",dte
263,9937347140101488,Azo Porcius,ann
264,9937356910101488,"Soranzo, Niccolò",ann
271,9937361160101488,"Rebuffi, Pierre",aut
272,9937362490101488,"Rebuffi, Pierre",ann
275,9937383770101488,"de' Medici, Catherine",dte
276,9937415230101488,"Panvinio, Onofrio",pub
278,9937433800101488,"de Bauffremont, Nicolas",dte
280,9937435970101488,"Florimond, Hilaire",eul
281,9937438300101488,"Quintin, Jean",ctb
284,9937453700101488,"Joly, Pierre",eul
291,9939410040101488,"Rebuffi, Pierre",ctb
292,9939410870101488,"Hotman, François",trl
293,9939411530101488,"Rebuffi, Pierre",ctb
294,9939412000101488,"Perrin, Gilles.",ctb
295,9939420260101488,"Hartmann, Justus",ctb
296,9939421270101488,"De Gouveia, António",aut
299,9939437100101488,"Loseo, Alessandro",ctb
301,9939437690101488,"Barbazza, Andrea",ctb
303,9939437960101488,"Barbazza, Andrea",ctb
306,9939438790101488,"Loseo, Alessandro",ctb
310,9939489870101488,"Gàmbara, Gianfrancesco",dte
311,9939490480101488,"Lorcher, Johann Karl.",dte
312,9939496380101488,"Fugger, Johann Jakob",dte
313,9939499320101488,"Gàmbara, Gianfrancesco",dte
314,9939499350101488,"Gàmbara, Gianfrancesco",dte
315,9939692170101488,"Lambinus, Dionysius",edt
317,9939731250101488,Libanius.,aut
320,9940104540101488,"de Rye, Louis",dte
323,9940121730101488,"Rouillet, Claude.",eul
325,9940123080101488,"du Fouilloux, Jacques",aut
330,9940137270101488,Theocritus.,aow
331,9940142530101488,Philipp Ludwig,dte
336,9970179020101488,"Eckius, Joannes",aut
337,9972529390101488,"von Schachten, Theodor",dte
340,9974381610101488,"de Charbonneau, Enemond",eul
342,9974396890101488,"Le Frère de Laval, Jean",com
347,9975209530101488,"d'Esne de Betencourt, Michel",trl
356,9976110920101488,"Trevet, Antoine",dte
361,9977107350101488,"Guignard, Jean",eul
362,9977107520101488,"Guignard, Jean",eul
364,9977139310101488,"de Varroc, Jacob",eul
365,9977140230101488,"Wild, Johann",aut
371,9977284760101488,"Wentsen, Matthijs",dte
373,9977289520101488,"Miraeus, Ludovicus",edt
377,9977376180101488,"de la Ville, Leonard",ctb
384,9977516070101488,"Gagnaeius, Joannes.",aut
390,9979740940101488,"Dousa, Janus",eul
398,9980786580101488,"Vinet, Elie.",aut
407,9932422100101488,"Rivierius, Janus",eul
410,9932427690101488,"Toxites, Michael",eul
414,9932433330101488,"Foxius, Paulus",dte
420,9932455810101488,"Pasetti, Prospero.",ctb
426,9932478980101488,"von Beerstett, Joachim",dte
427,9932492370101488,"Xiphilinus, Joannes",aut
429,9932495240101488,"Frontinus, Sextus Julius.",aut
432,9932496620101488,"Poliziano, Angelo",trl
434,9932499090101488,"Thierry, Jean",ctb
435,9932505580101488,"Erasmus Roterodamus, Desiderius",ann
436,9932512660101488,"Augustinus, Aurelius",aut
438,9932516510101488,"du Bartas, Guillaume de Saluste",aut
439,9932516890101488,"de Minut, Gabriel",dte
440,9932517100101488,"Morellus, Federicus",ctb
449,9932542820101488,"d'Esne, Michel",dte
458,9934807790101488,"Cavellat, Guillaume",edt
462,9935142130101488,"Vasaeus, Joannes",ctb
471,9935199810101488,"Volanus, Andreas",pub
475,9935205230101488,"de la Noue, François",pub
486,9935233460101488,"Vigor, Simon",ctb
487,9935238730101488,"de Bèze, Théodore",pub
495,9935304750101488,"Tardif, Guillaume",aut
628,9985135580101488,"Saraina, Gabriello.",ann
636,9985397500101488,"Varchi, Benedetto",eul
639,9988209560101488,"Romberch, Joannes.",ctb
640,9988210630101488,"Meldinaeus, Guido",coi
656,9989259080101488,"Trombetta , Antonio",aow
687,9990920300101488,"Fulgentius, Fabius Planciades",aut
696,9991163790101488,"Naugerius, Andreas",ctb
711,9921207570101488,"Rouillé, Guillaume",aut
713,9921345450101488,"de Le Cambe, Arnoldus",dte
714,9921530810101488,"Coretus, Petrus",aut
715,9921540220101488,"Vergerio, Pietro Paolo",oth
716,9922709760101488,"Jamin, Benjamin",trl
723,9923671760101488,"Hoverius, Franciscus",dte
724,9923674640101488,"Hoverius, Franciscus",dte
725,9923674840101488,"Hegius, Alexander",eul
727,9923696800101488,"Hoverius, Franciscus",dte
730,9923713070101488,"Isaac, Joannes",aut
738,9924510920101488,Georgius Trapezuntius,clb
740,9924541000101488,"Manutius, Paulus",edt
741,9924794890101488,"Ferrerius, Joannes",edt
744,9924932210101488,"de Belleforest, François.",edt
761,9926501390101488,"de Mendoza y Bobadilla, Franciscus",dte
765,9926757540101488,"Dolet, Etienne.",clb
769,9926826970101488,"Priscus, Cornelius",clb
771,9926840960101488,"Opsopoeus, Joannes",edt
773,9927165270101488,de Cuinchy,clb
775,9927220860101488,"Loher a Stratis, Theodoricus",edt
782,9927486860101488,"de La Guesle, Jean",dte
787,9927568640101488,"Felicianus, Bernardinus",clb
791,9927684140101488,"Estourneau, Jacobus",clb
792,9927687030101488,Gregory,dte
793,9927687830101488,"Rumetius, Franciscus",clb
797,9927707230101488,"Lazius, Wolfgang",edt
803,9927875940101488,"Sichardus, Joannes",clb
804,9927881180101488,Hippolytus Romanus,aut
808,9928096220101488,"Fremy, Claude",edt
809,9928103450101488,"Curterius, Joannes",trl
811,9928378970101488,"Périon, Joachim",edt
812,9928417130101488,"Gulonius, Nicolaus",trl
813,9928433740101488,"Sokolowski, Stanislaw",aut
815,9928459900101488,Nicephorus Constantinopolitanus,aut
817,9928565840101488,"Iuvencus, Caius Vettius Aquilinus.",aut
820,9928573310101488,Victor Vitensis,aut
826,9928621960101488,"Rueus, Franciscus",aut
830,9928643810101488,"Fournier, Guillaume",edt
836,9928760250101488,"Laurimanus, Cornelius",edt
838,9928989640101488,François,dte
841,9929073450101488,"Manutius, Aldus",oth
844,9929102160101488,"de Sainte-Marthe, Scévole",ctb
845,9929103640101488,"Zetzner, E.",edt
850,9929709900101488,"Obrizius, Robertus",aut
853,9929723090101488,Laurentius Surius,ctb
858,9929727720101488,"Snickius, Joannes",dte
867,9929759700101488,"Sturmius, Joannes",aut
876,9931145760101488,"Bomgartner, Hieronymus",dte
877,9931158880101488,"Beleurius, Pomponius",dte
884,9932366400101488,"de Guellis, Germain Vaillant",eul
891,9932388760101488,"Rokycana, Johann",ctb
897,9932404460101488,"Romberch, Joannes.",ctb
898,9932404630101488,"Fisher, Joannes",aut
928,9992300312801488,"Witzel, Georg",ctb
981,9992500608701488,"Amerbach, Veit",ann
1028,994113460101488,"Ferrerio, Filiberto",dte
1031,995090460101488,"Syngelus, Michael",aut
1036,997604310101488,"Lipsius, Justus",aut
1037,997840180101488,"Traversari, Ambrogio",trl
1047,998191130101488,"Pyrrhus, Didacus",ctb
1048,998435790101488,Plutarchus Chaeronensis,aut
1057,999294430101488,"Lipsius, Justus",aut
1067,9910668760101488,"Miraeus, Ludovicus",edt
1068,9910669530101488,Socrates,aut
1078,9911103180101488,"Gazet, Guillaume",oth
1080,9911133210101488,Gregorius,aut
1096,9911793110101488,"Barclay, William",ctb
1097,9911800260101488,"Terentius Afer, Publius",aut
1098,9911865340101488,"Jansenius, Cornelius",aut
2,9992133457501488,"Vinet, Elie",edt
74,9992221166601488,"Pennetier, Henri",aut
114,9913312620101488,Hesychius Hierosolymitanus.,aut
115,9913391030101488,"Logus, G.",eul
128,9915208790101488,"Hall, Richard",aut
131,9916067400101488,"Dorange, G.",eul
164,9918112670101488,"Vives, Juan Luis",oth
177,9919258280101488,"Harlemius, Joannes",ctb
188,9919424020101488,Theophilus Antecessor,aut
193,9919513150101488,"de Noailles, Henri",dte
197,9919668830101488,"Eckius, Joannes",aut
202,9935346840101488,"Carpenteius, Joannes",eul
204,9935350380101488,"des Caurres, Jean",aut
214,9935390190101488,"Witzel, Georg",aut
215,9935393210101488,"Witzel, Georg",aut
216,9935398840101488,"Moynet, Jean",eul
223,9935420070101488,"Rinck, Joannes",dte
230,9935441820101488,Henrique de Portugal,dte
231,9935460440101488,"Meyerus, Philippus",eul
236,9936954320101488,Egenolf,dte
238,9936967680101488,"Cucalón, Jerónimo",ctb
239,9936983710101488,"Mancinus, Franciscus.",ctb
240,9936984180101488,"Lancelotti, Giovanni Paolo",aut
257,9937217590101488,"van Hoye, André",eul
263,9937347140101488,"Soranzo, Niccolò",ann
271,9937361160101488,"Verallo, Girolamo",dte
275,9937383770101488,"de Ronsard, Pierre",eul
276,9937415230101488,"Schade, Daniel",coi
278,9937433800101488,"de la Rochefoucauld, François",dte
280,9937435970101488,"Gollut, Claude",eul
284,9937453700101488,"Pascharius, Jacobus",eul
294,9939412000101488,"Raguyer, Jean",dte
295,9939420260101488,"Schneidewein, Johann",aut
296,9939421270101488,"de la Chesnaye, Guillaume",dte
299,9939437100101488,"Parisio, Pierpaolo",edt
301,9939437690101488,"Loseo, Alessandro",ctb
303,9939437960101488,"Loseo, Alessandro",ctb
310,9939489870101488,"Grynaeus, Simon",eul
311,9939490480101488,"Obrecht, Georg",eul
312,9939496380101488,"Latomus, Bartholomaeus",ctb
313,9939499320101488,"Nizolius, Marius",aut
314,9939499350101488,"Nizolius, Marius",aut
315,9939692170101488,"Lipsius, Justus",ctb
317,9939731250101488,"Morel, Guillaume",edt
320,9940104540101488,Gilbertus Hoilandiensis.,ctb
330,9940137270101488,"Caraccioli, Antoine",dte
336,9970179020101488,"Politi, Lancelotto",aut
337,9972529390101488,"von Schachten, Wilhelm Werner",dte
340,9974381610101488,"Hotman, François",eul
342,9974396890101488,"Lippomanus, Aloysius",aut
361,9977107350101488,"Nicasius, Victor",eul
362,9977107520101488,"Nicasius, Victor",eul
364,9977139310101488,Ephraem Graecus.,aut
377,9977376180101488,"Dorat, Jean",eul
420,9932455810101488,"Riminaldi, Ippolito",aut
429,9932495240101488,"Galland, Pierre",edt
434,9932499090101488,"Verius, Jaques",ctb
435,9932505580101488,"Manutius, Paulus",ann
436,9932512660101488,Beda Venerabilis,aut
438,9932516510101488,"du Touret et de Rocque-Martine, Jean",eul
449,9932542820101488,"Richardot, Jean",dte
458,9934807790101488,"Goudet, Pierre.",ill
475,9935205230101488,"du Plessis-Mornay, Philippe",pub
487,9935238730101488,"Laing, James.",aut
640,9988210630101488,"Moronius, Joannes",dte
687,9990920300101488,"Hyginus, Caius Iulius",aut
696,9991163790101488,"Salviati, Giovanni",dte
713,9921345450101488,"Epo, Boetius",edt
714,9921530810101488,"de la Noue, François",pub
716,9922709760101488,"Vives, Juan Luis",aut
723,9923671760101488,Petrus Labadensis,dte
725,9923674840101488,"Hoverius, Franciscus",dte
730,9923713070101488,"Mercier, Jean",clb
740,9924541000101488,"Morellius, Gulielmus",edt
741,9924794890101488,"Montanus, Philippus",edt
744,9924932210101488,"Hervetus, Gentianus",edt
765,9926757540101488,"Gryphius, Sebastianus",clb
771,9926840960101488,"Scaliger, Josephus Justus",aut
773,9927165270101488,"De Lys, Nicolas",clb
782,9927486860101488,"de Thou, Augustin.",dte
787,9927568640101488,"Zucharenus, Franciscus",clb
791,9927684140101488,"Genebrardus, Gilbertus",aut
793,9927687830101488,"Sauarius, Joannes",dte
804,9927881180101488,Justinus Martyr,aut
812,9928417130101488,"Lemouix, Joannes Caalvimontanus",clb
815,9928459900101488,"Redinger, Thomas",dte
826,9928621960101488,"Vallés, Francisco",aut
830,9928643810101488,Jordanes,aut
841,9929073450101488,"Schegk, Jacob",oth
844,9929102160101488,"Glauburg, Adolphus",ctb
850,9929709900101488,"Sarrazin, Jean",dte
858,9929727720101488,"Torrentinus, Petrus",dte
867,9929759700101488,"von Solms, Hermann Adolph",add
876,9931145760101488,"Melanchthon, Philipp",aut
884,9932366400101488,"Dorat, Jean",eul
981,9992500608701488,"Maturanzio, Francesco",ann
1028,994113460101488,"Loseo, Alessandro",edt
1036,997604310101488,"Modius, Franciscus",ctb
1057,999294430101488,"van Ravelingen, Frans",ctb
1068,9910669530101488,Sozomenus.,aut
1080,9911133210101488,Gregory,pat
1096,9911793110101488,"de Thou, Jacques Auguste",oth
1098,9911865340101488,Matthaeus a Castro,edt
114,9913312620101488,"Picot, Jean",trl
128,9915208790101488,"Sarrazin, Jean",dte
131,9916067400101488,"Giovio, Paolo",ctb
177,9919258280101488,"Molanus, Joannes",apb
188,9919424020101488,Tribonianus,aut
197,9919668830101488,"Politi, Lancelotto",aut
202,9935346840101488,"Estius, Wilhelm",eul
204,9935350380101488,"Dorat, Jean",eul
216,9935398840101488,"Pasquier, Etienne",eul
231,9935460440101488,"Moschus, Franciscus",eul
238,9936967680101488,"da Landriano, Bernardino",ctb
239,9936983710101488,"Mellonus, Critonuis",eul
240,9936984180101488,"Mancinus, Franciscus.",ctb
275,9937383770101488,"Dorat, Jean",ctb
278,9937433800101488,"de Saint-Julien, Pierre",aut
280,9937435970101488,"Gollut, Jean-Baptiste",eul
284,9937453700101488,"Choart de Buzenval, Paul",eul
295,9939420260101488,"van Brederode, Pieter Cornelisz",ann
296,9939421270101488,"Duchâtel, Pierre",dte
310,9939489870101488,"Nizolius, Marius",aow
311,9939490480101488,"von Kettenheim, Philipp.",dte
312,9939496380101488,"Oporinus, Joannes",ctb
315,9939692170101488,"Passerat, Jean",eul
317,9939731250101488,Plutarchus Chaeronensis,aut
320,9940104540101488,"Mauroy, Franciscus",eul
330,9940137270101488,"Aquevive Carraciolo, Susanne",dte
336,9970179020101488,Richardus de Sancto Victore.,aut
340,9974381610101488,"Syllas, Arnauld",eul
342,9974396890101488,"Marchant, Clément",com
364,9977139310101488,"Feuardent, François",edt
377,9977376180101488,"du Monin, Jean Edouard",eul
429,9932495240101488,"Hyginus, Caius Iulius",aut
435,9932505580101488,"Vettori, Pietro",ann
436,9932512660101488,Cassiodorus,aut
438,9932516510101488,"Goulart, Simon",ann
449,9932542820101488,"White, Richard",aut
475,9935205230101488,"Karnkowski, Stanislaus",dte
487,9935238730101488,Mary,dte
640,9988210630101488,"Navagero, Bernardo",dte
687,9990920300101488,Palaephatus Mythographus,aut
714,9921530810101488,"du Plessis-Mornay, Philippe",pub
740,9924541000101488,"Pamelius, Jacobus",edt
744,9924932210101488,Joannes Lodoicus Tiletanus.,dte
765,9926757540101488,"Ricci, Bartolomeo",clb
771,9926840960101488,"Schede Melissus, Paulus",clb
773,9927165270101488,"d'Esne de Betencourt, Michel",clb
782,9927486860101488,"Gulonius, Nicolas",clb
791,9927684140101488,Salomon ben Isaac,aut
841,9929073450101488,"Van Leeuwen, Thodorus",dte
844,9929102160101488,"Hubert, J.",ctb
876,9931145760101488,"Vives, Juan Luis",aut
981,9992500608701488,"Calcagnini, Celio",ann
1028,994113460101488,"Parisio, Pierpaolo",edt
1036,997604310101488,"Schuermannus, Gaspard",ctb
1057,999294430101488,"Vulcanius, Bonaventura",ctb
1080,9911133210101488,"Lancelotti, Giovanni Paolo",ctb
1096,9911793110101488,"Critton, George",eul
1098,9911865340101488,"Moschus, Franciscus",eul
128,9915208790101488,"Wedius, Joannes",ctb
131,9916067400101488,"Martin, Jean",trl
197,9919668830101488,Richardus de Sancto Victore.,aut
202,9935346840101488,"Gazet, Guillaume",eul
204,9935350380101488,"Du Haillan, Bernard de Girard",eul
216,9935398840101488,"Picard, Jean",eul
231,9935460440101488,"Noyardus, Michael",eul
238,9936967680101488,"de Arena, Jacobus",ctb
239,9936983710101488,"Menochius, Jacobus",eul
240,9936984180101488,"Menochius, Jacobus",eul
275,9937383770101488,"Guicciardini, Francesco",aut
278,9937433800101488,"d'Escars de Givry, Anne",dte
280,9937435970101488,"Gollut, Louis",aut
284,9937453700101488,"Biset de Charlais, Edouard",eul
295,9939420260101488,"Wesenbeck, Matthaeus",ann
296,9939421270101488,"Faber, Jacobus",dte
310,9939489870101488,"Sinapius, Joannes",eul
315,9939692170101488,"Plautus, Titus Maccius.",aut
317,9939731250101488,Ulpianus Rhetor,aut
320,9940104540101488,"Miraeus, Ludovicus",ctb
336,9970179020101488,"von Thüngen, Konrad",dte
340,9974381610101488,"de Bazers, Jos.",eul
342,9974396890101488,"Robin, Paschal",com
364,9977139310101488,"Symon, Nicolas",eul
377,9977376180101488,"Gulonius, Nicolaus",eul
429,9932495240101488,"Turnebus, Adrianus",edt
435,9932505580101488,"Duchesne, Léger",ann
436,9932512660101488,Emporius Rhetor,aut
438,9932516510101488,"Rulmanus, Annas",eul
449,9932542820101488,"White, Thomas",ctb
475,9935205230101488,"Machiavelli, Niccolò",pub
640,9988210630101488,"Simoneta, Ludovicus",dte
687,9990920300101488,Proclus Diadochus,aut
714,9921530810101488,"Karnkowski, Stanislaus",ctb
740,9924541000101488,"Petri, Suffridus",oth
744,9924932210101488,"Vives, Juan Luis",edt
771,9926840960101488,"Van Mallery, Karel",egr
773,9927165270101488,"de Vauchelles, Thomas",clb
782,9927486860101488,"Mignault, Claude",aut
841,9929073450101488,"van Ravelingen, Frans",oth
844,9929102160101488,"Trithemius, Johannes",aut
981,9992500608701488,"Latomus, Bartholomaeus",ann
1028,994113460101488,"Tartagni, Alessandro",ctb
1036,997604310101488,"Wilhelm, Johann",ctb
1096,9911793110101488,"Marcile, Théodore",eul
131,9916067400101488,"Poliziano, Angelo",ctb
