Column,control number,personal name,personal name 1,personal name 2,personal name 3,personal relationship
547,9984703540101488,Arnulphus Lexoviensis,Arnulphus Lexoviensis,,,aut
548,9984705450101488,"Gervais de Tournai, Martin",Gervais de Tournai, Martin,,aut
549,9984713850101488,"von Schussenried, Werner",von Schussenried, Werner,,aut
552,9984717650101488,"Turnebus, Adrianus",Turnebus, Adrianus,,aut
553,9984717810101488,"de Coras, Jean",de Coras, Jean,,trl
554,9984718210101488,"Nanni, Giovanni",Nanni, Giovanni,,edt
555,9984718340101488,"Akakia, Martin",Akakia, Martin,,trl
556,9984720290101488,Bernardus de Gordonio,Bernardus de Gordonio,,,aut
557,9984721790101488,"Brucioli, Antonio",Brucioli, Antonio,,aut
558,9984721910101488,"de Cattan, Christophe",de Cattan, Christophe,,aut
559,9984722340101488,"Besson, Jacques",Besson, Jacques,,aut
560,9984722800101488,"des Bordes, Guillaume",des Bordes, Guillaume,,trl
561,9984722930101488,"Jacquinot, Dominique",Jacquinot, Dominique,,aut
562,9984723550101488,"Mizauld, Antoine",Mizauld, Antoine,,aut
563,9984723690101488,"Manzolli, Pietro Angelo",Manzolli, Pietro Angelo,,aut
565,9984724220101488,Ignatius Antiochenus.,Ignatius Antiochenus.,,,aut
566,9984724410101488,"Cordier, Mathurin",Cordier, Mathurin,,aut
567,9984724470101488,"Ramus, Petrus",Ramus, Petrus,,aut
568,9984724590101488,"Ramus, Petrus",Ramus, Petrus,,aut
569,9984724980101488,"Durand, Pierre",Durand, Pierre,,dub
570,9984725270101488,"Manutius, Paulus",Manutius, Paulus,,aut
572,9984725880101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
573,9984725980101488,"Canini, Angelo",Canini, Angelo,,aut
575,9984727080101488,"Hurault, Michel",Hurault, Michel,,aut
577,9984728930101488,"Morel, Guillaume",Morel, Guillaume,,aut
578,9984729080101488,"Moschopulus, Manuel",Moschopulus, Manuel,,aut
579,9984729240101488,"Budé, Guillaume",Budé, Guillaume,,aut
580,9984731150101488,"Guillon, René",Guillon, René,,aut
581,9984733560101488,"Estienne, Henri",Estienne, Henri,,aut
582,9984739140101488,"de Muret, Marc-Antoine",de Muret, Marc-Antoine,,aut
583,9984739280101488,"de Muret, Marc-Antoine",de Muret, Marc-Antoine,,aut
584,9984739700101488,"Cassander, Georgius",Cassander, Georgius,,aut
585,9984739980101488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,aut
586,9984740130101488,Phaedrus.,Phaedrus.,,,aut
587,9984746640101488,Janus Secundus,Janus Secundus,,,aut
588,9984800690101488,"Vergilius, Polydorus",Vergilius, Polydorus,,aut
589,9984800860101488,"Vergilius, Polydorus",Vergilius, Polydorus,,aut
590,9984801730101488,"Corrozet, Gilles",Corrozet, Gilles,,aut
591,9984802960101488,"Busbequius, Augerius Gislenius",Busbequius, Augerius Gislenius,,aut
592,9984804310101488,"Simmler, Josias",Simmler, Josias,,aut
593,9984805370101488,"Tomeo, Niccolò Leonico",Tomeo, Niccolò Leonico,,aut
594,9984807160101488,"de Bez, Ferrand",de Bez, Ferrand,,aut
596,9984807650101488,"du Faur de Pibrac, Guy",du Faur de Pibrac, Guy,,aut
597,9984807980101488,Henri,Henri,,,pub
598,9984809650101488,"Boulenger, Pierre",Boulenger, Pierre,,aut
599,9984810420101488,"de la Haye, Jean",de la Haye, Jean,,aut
600,9984812450101488,"Morel, Guillaume",Morel, Guillaume,,aut
601,9984812540101488,"Morel, Guillaume",Morel, Guillaume,,aut
602,9984812600101488,"Morel, Guillaume",Morel, Guillaume,,aut
603,9984813220101488,"Fumo, Bartolomeo",Fumo, Bartolomeo,,aut
604,9984814620101488,Aristaenetus.,Aristaenetus.,,,aut
605,9984816090101488,Phaedrus.,Phaedrus.,,,aut
606,9984816430101488,Clemens,Clemens,,,aut
607,9984816610101488,"de Sainctes, Claude",de Sainctes, Claude,,aut
608,9984874560101488,"White, Richard",White, Richard,,aut
609,9984900260101488,"Fabri, Nicolaus",Fabri, Nicolaus,,edt
610,9984900440101488,Ignatius Antiochenus.,Ignatius Antiochenus.,,,aut
611,9984903990101488,Joannes Chrysostomus,Joannes Chrysostomus,,,aut
612,9984904190101488,Joannes Chrysostomus,Joannes Chrysostomus,,,aut
613,9984905260101488,Synesius Cyrenensis,Synesius Cyrenensis,,,aut
614,9984905620101488,Georgius Pisida,Georgius Pisida,,,aut
615,9984912540101488,"Marcilius,Theodorus",Marcilius,Theodorus,,aut
616,9984913290101488,"de Gorris, Jean",de Gorris, Jean,,trl
617,9984913450101488,Euclides,Euclides,,,aut
618,9984942290101488,Homerus.,Homerus.,,,aut
619,9984942320101488,Isocrates.,Isocrates.,,,aut
620,9984945730101488,Lycophron.,Lycophron.,,,aut
621,9984945800101488,Lycophron.,Lycophron.,,,aut
622,9984952130101488,"Galenus, Matthaeus",Galenus, Matthaeus,,aut
623,9984953370101488,"Canini, Angelo",Canini, Angelo,,aut
624,9984953750101488,"Estienne, Henri",Estienne, Henri,,aut
625,9984988300101488,"Pasquier, Etienne",Pasquier, Etienne,,aut
626,9985050030101488,"Bontemps, Augustinus",Bontemps, Augustinus,,aut
627,9985122020101488,"de Montaigne, Michel Eyquem",de Montaigne, Michel Eyquem,,aut
628,9985135580101488,Dinus de Mugello,Dinus de Mugello,,,aut
629,9985135690101488,"Decio, Filippo",Decio, Filippo,,aut
630,9985145850101488,"Michel, Jean",Michel, Jean,,aut
631,9985193020101488,"Masson, Jean Papire",Masson, Jean Papire,,aut
632,9985193550101488,"de Guise, Louis",de Guise, Louis,,aut
633,9985243320101488,"de Grouchy, Nicolas.",de Grouchy, Nicolas.,,edt
634,9985244510101488,"Genebrardus, Gilbertus",Genebrardus, Gilbertus,,trl
635,9985244710101488,Yose ben Ḥalafta,Yose ben Ḥalafta,,,aut
636,9985397500101488,"Alciatus, Andreas",Alciatus, Andreas,,ctb
638,9988209540101488,"Benoit, Jean",Benoit, Jean,,edt
639,9988209560101488,Henry,Henry,,,pub
640,9988210630101488,Clemens,Clemens,,,dub
641,9988230840101488,Nicephorus Callistus Xanthopulus,Nicephorus Callistus Xanthopulus,,,aut
642,9988477310101488,Philip,Philip,,,dte
643,9988509460101488,"Sursin, Jean",Sursin, Jean,,aut
644,9988515660101488,"Estienne, Henri",Estienne, Henri,,aut
645,9988658650101488,Aeschines Socraticus.,Aeschines Socraticus.,,,aut
646,9988659220101488,Théognis ho Megareús,Théognis ho Megareús,,,aut
648,9988724690101488,Joannes Geometres.,Joannes Geometres.,,,aut
649,9988830200101488,"Le Maistre, Gilles",Le Maistre, Gilles,,aut
653,9989257250101488,"Beauxamis, Thomas",Beauxamis, Thomas,,aut
654,9989258770101488,"Allemandi, Estienne",Allemandi, Estienne,,trl
655,9989259070101488,"Clingius, Conradus",Clingius, Conradus,,aut
656,9989259080101488,"Du Douet, Jean",Du Douet, Jean,,com
657,9989266190101488,"Benoit, Jean",Benoit, Jean,,aut
658,9989270390101488,"Bouchet, Jean",Bouchet, Jean,,aut
659,9989308070101488,Philip,Philip,,,dte
660,9989356330101488,"Benoit, Jean",Benoit, Jean,,aut
661,9989359270101488,"Taillepied, Noël",Taillepied, Noël,,aut
662,9989964050101488,"Ruellius, Joannes",Ruellius, Joannes,,trl
663,9990097400101488,"Polancus, Joannes",Polancus, Joannes,,aut
664,9990250580101488,"Vigelius, Nicolaus.",Vigelius, Nicolaus.,,aut
665,9990346900101488,"Toletus, Franciscus",Toletus, Franciscus,,aut
666,9990383950101488,Henry,Henry,,,dte
667,9990457710101488,"Ambrosius, Jacobus",Ambrosius, Jacobus,,aut
668,9990457740101488,"Arnauld, Antoine",Arnauld, Antoine,,aut
669,9990457750101488,"Dollé, Louis",Dollé, Louis,,aut
675,9990457810101488,"Cayet, Pierre Victor Palma",Cayet, Pierre Victor Palma,,aut
676,9990458130101488,"Toletus, Franciscus",Toletus, Franciscus,,aut
678,9990483840101488,"Hieronymus, Sophronius Eusebius",Hieronymus, Sophronius Eusebius,,aut
679,9990491370101488,"Augustinus, Aurelius",Augustinus, Aurelius,,aut
680,9990497700101488,"Lescarbot, Marc",Lescarbot, Marc,,trl
681,9990510010101488,"da Fonseca, Pedro",da Fonseca, Pedro,,aut
682,9990534980101488,"Haguelon, Pierre",Haguelon, Pierre,,aut
683,9990572640101488,"de Muret, Marc-Antoine",de Muret, Marc-Antoine,,aut
684,9990574690101488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,aut
685,9990585480101488,"Simeoni, Gabriel",Simeoni, Gabriel,,aut
686,9990649550101488,"Cataneo, Giovanni Maria",Cataneo, Giovanni Maria,,edt
687,9990920300101488,Albericus Philosophus.,Albericus Philosophus.,,,aut
688,9990971160101488,"Stöffler, Johannes",Stöffler, Johannes,,aut
689,9990972550101488,"Bebel, Heinrich.",Bebel, Heinrich.,,aut
690,9991040830101488,"Richeome, Louis",Richeome, Louis,,aut
691,9991047640101488,"Polancus, Joannes",Polancus, Joannes,,aut
693,9991061170101488,"Gellius, Aulus.",Gellius, Aulus.,,aut
694,9991079420101488,"Martin, Gregory",Martin, Gregory,,trl
695,9991149520101488,"Michel, Jean",Michel, Jean,,aut
696,9991163790101488,"Boulier, Jean",Boulier, Jean,,edt
697,9991164950101488,"Lancelotti, Giovanni Paolo",Lancelotti, Giovanni Paolo,,aut
698,9991166080101488,"Boulier, Jean",Boulier, Jean,,edt
699,9991213440101488,Ignatius de Loyola,Ignatius de Loyola,,,aut
700,9991247590101488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,com
701,9991260810101488,"Arboreus, Joannes",Arboreus, Joannes,,aut
702,9991275460101488,Thomas Aquinas,Thomas Aquinas,,,aut
704,9991659790101488,Dionysius Carthusianus,Dionysius Carthusianus,,,aut
706,9992130708701488,Joannes de Combis,Joannes de Combis,,,aut
707,9919859310101488,"Du Verdier, Antoine",Du Verdier, Antoine,,aut
708,9920127050101488,Ignatius de Loyola,Ignatius de Loyola,,,aut
709,9920830140101488,"Augustinus, Aurelius",Augustinus, Aurelius,,aut
710,9920924260101488,Henri,Henri,,,oth
711,9921207570101488,Justinianus,Justinianus,,,aut
712,9921207640101488,Justinianus,Justinianus,,,aut
713,9921345450101488,Isidorus Hispalensis.,Isidorus Hispalensis.,,,aut
714,9921530810101488,"Bodin, Jean",Bodin, Jean,,pub
715,9921540220101488,Sigismund II Augustus,Sigismund II Augustus,,,dte
716,9922709760101488,"de Guise, Charles",de Guise, Charles,,dte
718,9922785580101488,"Vives, Juan Luis",Vives, Juan Luis,,aut
719,9922960630101488,"Sarazin, Jean",Sarazin, Jean,,dte
720,9922969110101488,"Peckius, Petrus",Peckius, Petrus,,aut
721,9923484550101488,"Antesignanus, Petrus",Antesignanus, Petrus,,aut
722,9923485610101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
723,9923671760101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
724,9923674640101488,"Antesignan, Pierre",Antesignan, Pierre,,edt
725,9923674840101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
726,9923689970101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
727,9923696800101488,"Antesignanus, Petrus",Antesignanus, Petrus,,aut
728,9923696950101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
729,9923712960101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
730,9923713070101488,"Cinquarbres, Jean",Cinquarbres, Jean,,edt
731,9923719850101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
732,9923815830101488,Charles,Charles,,,dte
733,9924059350101488,Henri,Henri,,,oth
734,9924064340101488,Georges d'Autriche,Georges d'Autriche,,,dte
735,9924266420101488,Paul,Paul,,,dte
736,9924312900101488,"Desrey, Petrus",Desrey, Petrus,,trl
737,9924492080101488,Henri,Henri,,,oth
738,9924510920101488,Nicolaus,Nicolaus,,,dte
739,9924536280101488,"Oldendorp, Johann",Oldendorp, Johann,,edt
740,9924541000101488,Adolf van Meetkercke.,Adolf van Meetkercke.,,,oth
741,9924794890101488,Joannes Chrysostomus,Joannes Chrysostomus,,,aut
742,9924888200101488,Ignatius de Loyola,Ignatius de Loyola,,,aut
744,9924932210101488,Charles,Charles,,,dte
745,9924932900101488,"Bouquin, Pierre",Bouquin, Pierre,,aut
746,9924959550101488,Henry,Henry,,,dte
747,9924960900101488,"Marion, Simon",Marion, Simon,,oth
748,9924990080101488,"del Rio, Martin Anton",del Rio, Martin Anton,,aut
749,9925310670101488,"de Valentia, Gregorius",de Valentia, Gregorius,,aut
750,9925530850101488,"Lipsius, Justus",Lipsius, Justus,,aut
751,9925778970101488,"Gemma Frisius, Reinerus",Gemma Frisius, Reinerus,,aut
752,9925779950101488,Julius,Julius,,,dte
753,9925780340101488,"Gemma Frisius, Reinerus",Gemma Frisius, Reinerus,,aut
754,9925780730101488,"Gemma Frisius, Reinerus",Gemma Frisius, Reinerus,,aut
755,9925794190101488,Charles,Charles,,,dte
756,9925815420101488,"Le Sueur, Pierre",Le Sueur, Pierre,,aut
757,9925913010101488,"Lipsius, Justus",Lipsius, Justus,,aut
758,9925913110101488,"Lipsius, Justus",Lipsius, Justus,,aut
759,9926136920101488,"Carafa, Antonio",Carafa, Antonio,,dte
760,9926267960101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
761,9926501390101488,Euthymius Zygadenus.,Euthymius Zygadenus.,,,aut
762,9926501940101488,"Agrippa ab Nettesheim, Henricus Cornelius",Agrippa ab Nettesheim, Henricus Cornelius,,aut
763,9926634090101488,"Fumo, Bartolomeo",Fumo, Bartolomeo,,aut
764,9926751490101488,"Bertrandus, Joannes",Bertrandus, Joannes,,dte
765,9926757540101488,"Bonvisius, Josephus",Bonvisius, Josephus,,clb
766,9926798790101488,Luís de Granada,Luís de Granada,,,aut
767,9926799370101488,Luís de Granada,Luís de Granada,,,aut
768,9926809210101488,Valerius Maximus.,Valerius Maximus.,,,aut
769,9926826970101488,"Boulierius, Joannes",Boulierius, Joannes,,edt
770,9926829170101488,Benedictus de Nursia,Benedictus de Nursia,,,aut
771,9926840960101488,"Birck, Sixt",Birck, Sixt,,edt
772,9926984020101488,"Mazzolini, Silvestro",Mazzolini, Silvestro,,aut
773,9927165270101488,Juan van Oostenrijk,Juan van Oostenrijk,,,dte
774,9927209500101488,"de Villavicencio, Lorenzo",de Villavicencio, Lorenzo,,coi
775,9927220860101488,Dionysius Carthusianus,Dionysius Carthusianus,,,aut
776,9927305380101488,"Benoit, Jean",Benoit, Jean,,aut
777,9927332200101488,Ferdinand,Ferdinand,,,dte
778,9927370160101488,"de Rota, Claudius",de Rota, Claudius,,edt
779,9927434420101488,"de Tournon, Just Louis",de Tournon, Just Louis,,dte
780,9927435970101488,"Maior, Georgius",Maior, Georgius,,com
781,9927440390101488,"Bechius, Philippus",Bechius, Philippus,,clb
782,9927486860101488,"Alciatus, Andreas",Alciatus, Andreas,,aut
783,9927509760101488,Henri,Henri,,,oth
784,9927512430101488,Marguerite de France,Marguerite de France,,,dte
785,9927527640101488,Antonius a Konygsteyn,Antonius a Konygsteyn,,,aut
786,9927529010101488,Juan de Segovia,Juan de Segovia,,,aut
787,9927568640101488,"Bizzarri, Pietro",Bizzarri, Pietro,,clb
788,9927678700101488,"du Val, Germanus",du Val, Germanus,,dte
789,9927679800101488,"Wild, Johann",Wild, Johann,,aut
790,9927683550101488,"Quignonius, Franciscus",Quignonius, Franciscus,,dte
791,9927684140101488,Abraham ibn Ezra,Abraham ibn Ezra,,,aut
792,9927687030101488,"Castellio, Joannes Baptista",Castellio, Joannes Baptista,,dte
793,9927687830101488,Henri,Henri,,,dte
794,9927688380101488,Isabella Clara Eugenia,Isabella Clara Eugenia,,,dte
795,9927690840101488,Philip,Philip,,,dte
796,9927691670101488,"de Figueiro, Pedro",de Figueiro, Pedro,,aut
797,9927707230101488,Sulpicius Severus.,Sulpicius Severus.,,,aut
798,9927710050101488,"Gregorius, Franciscus",Gregorius, Franciscus,,aut
799,9927717400101488,"Bourgoing, François",Bourgoing, François,,trl
800,9927719780101488,"Castiglioni, Odo",Castiglioni, Odo,,dte
801,9927846370101488,"Benoist, René",Benoist, René,,aut
802,9927875460101488,Thomas Hibernicus.,Thomas Hibernicus.,,,aut
803,9927875940101488,Clemens,Clemens,,,aut
804,9927881180101488,"de Guise, Charles",de Guise, Charles,,dte
805,9927888890101488,Ignatius Antiochenus.,Ignatius Antiochenus.,,,aut
806,9927889200101488,Clemens,Clemens,,,aut
807,9928094000101488,"Bouvery, Gabriel",Bouvery, Gabriel,,dte
808,9928096220101488,"Bouvery, Gabriel",Bouvery, Gabriel,,dte
809,9928103450101488,Athanasius Alexandrinus,Athanasius Alexandrinus,,,aut
810,9928105730101488,Apollinaris Laodicenus,Apollinaris Laodicenus,,,aut
811,9928378970101488,Joannes Chrysostomus,Joannes Chrysostomus,,,aut
812,9928417130101488,Gregentius,Gregentius,,,aut
813,9928433740101488,Jeremias,Jeremias,,,aut
814,9928448820101488,"du Bellay, Eustache",du Bellay, Eustache,,dte
815,9928459900101488,Anastasius Bibliothecarius,Anastasius Bibliothecarius,,,aut
816,9928552420101488,"du Haure, Marguarite",du Haure, Marguarite,,dte
817,9928565840101488,Arator,Arator,,,aut
818,9928566760101488,"Firmicus Maternus, Julius.",Firmicus Maternus, Julius.,,aut
819,9928573300101488,Pius,Pius,,,dte
820,9928573310101488,"Balduinus, Franciscus",Balduinus, Franciscus,,ann
821,9928584590101488,Ambrosius Mediolanensis,Ambrosius Mediolanensis,,,dub
822,9928585900101488,"Tunstall, Cuthbert",Tunstall, Cuthbert,,aut
823,9928593060101488,"Borromaeus, Carolus",Borromaeus, Carolus,,oth
824,9928615410101488,"Augustinus, Aurelius",Augustinus, Aurelius,,aut
825,9928615990101488,"Augustinus, Aurelius",Augustinus, Aurelius,,aut
826,9928621960101488,Philip,Philip,,,dte
827,9928634310101488,Bernardus Claraevallensis,Bernardus Claraevallensis,,,aut
828,9928637420101488,Prosper de Aquitania,Prosper de Aquitania,,,aut
829,9928639660101488,Sulpicius Severus.,Sulpicius Severus.,,,aut
830,9928643810101488,Jordanus Catalani,Jordanus Catalani,,,edt
831,9928682720101488,Ivo Carnotensis,Ivo Carnotensis,,,aut
832,9928715000101488,"Hanapus, Nicolaus",Hanapus, Nicolaus,,aut
833,9928715080101488,Guilelmus Peraldus,Guilelmus Peraldus,,,dub
834,9928720110101488,Thomas Cantimpratensis,Thomas Cantimpratensis,,,aut
835,9928754520101488,Athenaeus Naucratites,Athenaeus Naucratites,,,pub
836,9928760250101488,"Beleth, Jean",Beleth, Jean,,aut
838,9928989640101488,"Barbus, Paulus",Barbus, Paulus,,aut
839,9929025020101488,"Patricius, Franciscus",Patricius, Franciscus,,aut
840,9929027890101488,"Duchesne, Léger",Duchesne, Léger,,aut
841,9929073450101488,"Acidalius, Valens",Acidalius, Valens,,oth
842,9929075500101488,"Bergeron, Nicolas.",Bergeron, Nicolas.,,edt
843,9929099770101488,"Budé, Guillaume",Budé, Guillaume,,aut
844,9929102160101488,Charles,Charles,,,dte
845,9929103640101488,"Agrippa ab Nettesheim, Henricus Cornelius",Agrippa ab Nettesheim, Henricus Cornelius,,aut
846,9929624430101488,Antoninus archiepiscopus Florentinus,Antoninus archiepiscopus Florentinus,,,aut
847,9929654810101488,"de Le Val, Joannes",de Le Val, Joannes,,adp
848,9929654910101488,"de Le Val, Joannes",de Le Val, Joannes,,aut
849,9929655930101488,"Crinito, Pietro",Crinito, Pietro,,aut
850,9929709900101488,"Gazaeus, Guilelmus",Gazaeus, Guilelmus,,ctb
851,9929711660101488,"Alionus, Achilles",Alionus, Achilles,,ctb
852,9929722840101488,"de Carondelet, Charles",de Carondelet, Charles,,dte
853,9929723090101488,Joannes Tauler,Joannes Tauler,,,aut
854,9929723200101488,Charles,Charles,,,dte
855,9929723270101488,Charles,Charles,,,dte
856,9929725620101488,"Everardi, Hadrianus Marius",Everardi, Hadrianus Marius,,dte
857,9929725700101488,"Marullus, Michael Tarchaniota",Marullus, Michael Tarchaniota,,aut
858,9929727720101488,"Calin, Jean",Calin, Jean,,dte
859,9929736550101488,"Ramus, Petrus",Ramus, Petrus,,aut
860,9929737080101488,"Carpentarius, Jacobus",Carpentarius, Jacobus,,aut
861,9929737100101488,"Carpentarius, Jacobus",Carpentarius, Jacobus,,aut
862,9929737210101488,"de Guise, Charles",de Guise, Charles,,dte
863,9929737340101488,"de Guise, Charles",de Guise, Charles,,dte
864,9929738210101488,"de Coligny de Châtillon, Odet",de Coligny de Châtillon, Odet,,dte
865,9929738480101488,"Fine, Oronce",Fine, Oronce,,aut
866,9929757850101488,"de Muret, Marc-Antoine",de Muret, Marc-Antoine,,aut
867,9929759700101488,Cono,Cono,,,add
868,9929760940101488,"Lambinus, Dionysius",Lambinus, Dionysius,,aut
869,9929889830101488,"de Ribadeneyra, Pedro",de Ribadeneyra, Pedro,,aut
870,9929989110101488,"Hanapus, Nicolaus",Hanapus, Nicolaus,,aut
871,9930033700101488,"Wild, Johann",Wild, Johann,,aut
872,9930069410101488,"Judex, Matthäeus",Judex, Matthäeus,,aut
873,9931120390101488,"de Bohier, Nicolas",de Bohier, Nicolas,,aut
874,9931143760101488,"Vida, Marcus Hieronymus",Vida, Marcus Hieronymus,,aut
875,9931144040101488,"Vida, Marcus Hieronymus",Vida, Marcus Hieronymus,,aut
876,9931145760101488,Christianus,Christianus,,,dte
877,9931158880101488,"Salamoni, Mario",Salamoni, Mario,,aut
878,9931159000101488,"Herbetius, Joannes",Herbetius, Joannes,,aut
879,9931837820101488,"Cujas, Jacques",Cujas, Jacques,,dte
880,9931936960101488,"Medullartius, Matthaeus",Medullartius, Matthaeus,,aut
881,9932007170101488,"de Bourbon-Vendôme, Charles",de Bourbon-Vendôme, Charles,,dte
882,9932038980101488,"Constantin, Robertus",Constantin, Robertus,,edt
883,9932361820101488,"de Sainte-Marthe, Scévole",de Sainte-Marthe, Scévole,,aut
884,9932366400101488,Pindarus.,Pindarus.,,,aut
885,9932367750101488,"Pontanus, Jakob",Pontanus, Jakob,,aut
886,9932371880101488,Pius,Pius,,,dte
887,9932376480101488,"Bruneau, Jean",Bruneau, Jean,,aut
888,9932381470101488,"Calvin, Jean",Calvin, Jean,,pub
889,9932381990101488,Marguerite de France,Marguerite de France,,,dte
890,9932386330101488,Philip,Philip,,,dte
891,9932388760101488,"Clichtoveus, Judocus",Clichtoveus, Judocus,,aut
892,9932389500101488,"Clingius, Conradus",Clingius, Conradus,,aut
893,9932393230101488,"Ceneau, Robert",Ceneau, Robert,,aut
894,9932393770101488,"Ceneau, Robert",Ceneau, Robert,,aut
895,9932395010101488,Sigismund II Augustus,Sigismund II Augustus,,,dte
896,9932395460101488,"Fisher, Joannes",Fisher, Joannes,,aut
897,9932404460101488,Henry,Henry,,,pub
898,9932404630101488,Henry,Henry,,,aut
899,9932411320101488,"Hervetus, Gentianus",Hervetus, Gentianus,,aut
900,9932411530101488,Paul,Paul,,,dte
901,9932416170101488,"Hamilton, Archilbald",Hamilton, Archilbald,,aut
902,9932417560101488,"de Billy, Jean",de Billy, Jean,,trl
903,9932418630101488,Sigismund II Augustus,Sigismund II Augustus,,,dte
904,9932418800101488,Vincentius Lirinensis.,Vincentius Lirinensis.,,,aut
905,9932420530101488,Charles,Charles,,,dte
906,9932421860101488,Henry,Henry,,,dte
908,9992230395901488,"Du Préau, Gabriel",Du Préau, Gabriel,,aut
909,9992230542001488,"Talpin, Jean",Talpin, Jean,,aut
910,9992230542501488,"Talpin, Jean",Talpin, Jean,,aut
911,9992230543401488,"Talpin, Jean",Talpin, Jean,,aut
912,9992230544401488,"Taillepied, Noël",Taillepied, Noël,,aut
913,9992230546301488,"Sorbin, Arnaud",Sorbin, Arnaud,,aut
914,9992230546901488,"Sorbin, Arnaud",Sorbin, Arnaud,,aut
915,9992230547001488,"Sorbin, Arnaud",Sorbin, Arnaud,,aut
916,9992234060901488,"Eck, Johann",Eck, Johann,,aut
917,9992238571501488,"Cristi, Jean",Cristi, Jean,,edt
918,9992247500201488,"Genebrardus, Gilbertus",Genebrardus, Gilbertus,,aui
919,9992249832101488,Euthymius Zygadenus.,Euthymius Zygadenus.,,,aut
920,9992249880201488,"Antesignanus, Petrus",Antesignanus, Petrus,,ann
921,9992249880301488,"Vives, Juan Luis",Vives, Juan Luis,,aut
923,9992253596701488,Luís de Granada,Luís de Granada,,,aut
924,9992259644401488,"de Berlaymont, Louis",de Berlaymont, Louis,,aut
925,9992265001501488,Aristoteles.,Aristoteles.,,,aut
926,9992265109201488,Aristoteles.,Aristoteles.,,,aut
927,9992271898901488,"de la Bigne, Margarin",de la Bigne, Margarin,,edt
928,9992300312801488,"Bonfigli, Niccolo",Bonfigli, Niccolo,,edt
929,9992301306401488,"Borrel, Jean",Borrel, Jean,,aut
930,9992302804901488,"Franco, Pierre.",Franco, Pierre.,,aut
931,9992305398801488,"de Castro, Alphonsus",de Castro, Alphonsus,,aut
932,9992312786601488,"Stella, Didacus",Stella, Didacus,,aut
933,9992316071501488,Aristoteles.,Aristoteles.,,,aut
934,9992324408301488,"de Muret, Marc-Antoine",de Muret, Marc-Antoine,,edt
935,9992333442101488,"Lipsius, Justus",Lipsius, Justus,,aut
936,9992333454901488,"Du Moulin, Charles",Du Moulin, Charles,,aut
937,9992337786401488,Cyrillus Alexandrinus,Cyrillus Alexandrinus,,,aut
938,9992338510001488,"Ayminius, Joannes",Ayminius, Joannes,,edt
939,9992344590201488,"de Nicolas, Jean",de Nicolas, Jean,,aut
940,9992344592201488,"Benoit, Jean",Benoit, Jean,,aut
941,9992344908401488,"Marabotto, Cattaneo",Marabotto, Cattaneo,,aut
942,9992355440901488,"Lopez, Luis",Lopez, Luis,,aut
943,9992361001601488,Catharina Genuensis,Catharina Genuensis,,,aut
944,9992362406001488,"Everardus, Nicolaus",Everardus, Nicolaus,,aut
945,9992370209301488,"Tapperus, Ruardus",Tapperus, Ruardus,,aut
946,9992382100601488,"Hall, Richard",Hall, Richard,,aut
947,9992383276001488,"Gonzaga, Francesco",Gonzaga, Francesco,,oth
948,9992389307101488,Petrus de Aquila,Petrus de Aquila,,,aut
949,9992389704901488,"Flavius, Melchior",Flavius, Melchior,,aut
950,9992389705001488,"Flavius, Melchior",Flavius, Melchior,,aut
951,9992389706401488,"Flavius, Melchior",Flavius, Melchior,,aut
952,9992391109301488,"Giorgio, Francesco",Giorgio, Francesco,,aut
953,9992394303401488,"Anglés, José",Anglés, José,,aut
954,9992394307601488,"Rioche, Johannes",Rioche, Johannes,,aut
955,9992394310001488,"Flavius, Melchior",Flavius, Melchior,,aut
956,9992395105001488,"Cumiranus, Seraphinus",Cumiranus, Seraphinus,,aut
957,9992403396001488,"Chappuys, Gabriel",Chappuys, Gabriel,,trl
958,9992407822201488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,bsl
959,9992408052701488,"Augustinus, Aurelius",Augustinus, Aurelius,,aut
960,9992408053101488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,aut
961,9992408469101488,"Antesignanus, Petrus",Antesignanus, Petrus,,edt
962,9992409001101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,pub
963,9992415384801488,"Guénois, Pierre",Guénois, Pierre,,aut
964,9992425804801488,"Benoit, Jean",Benoit, Jean,,aut
965,9992425973101488,Thomas Aquinas,Thomas Aquinas,,,aut
966,9992425975001488,"Mazzolini, Silvestro",Mazzolini, Silvestro,,aut
967,9992447109801488,Justinianus,Justinianus,,,com
968,9992447109901488,Accursius,Accursius,,,ann
969,9992447687601488,Dionysius Carthusianus,Dionysius Carthusianus,,,ctb
970,9992457705501488,Theophrastus,Theophrastus,,,aow
